Hotel_ID,Review Date,Location,Hotel/Restaurant name,Review
rn420533549,"Reviewed September 20, 2016 ", Kata Beach,Shakers,"We eat here as often as we can at least once a week. It's a great restaurant with an extensive menu. Thai, western and European cuisine.
I think the Thai food is lovely and very clean. The half Bbq chicken and chips is delicious and...More"
rn420429371,"Reviewed September 20, 2016 ", Kata Beach,Shakers,"I went 3 times in a week , this became my favorite resto ! Olivier is the perfect host , from Belgium , nice professional staff , often BBQ , perfect !"
rn417816044,"Reviewed September 13, 2016 ", Kata Beach,Shakers,"Love the all you can eat BBQ, Ribs or Sunday Roast. Great staff and location. Lots of parking. I try and eat there once a week."
rn417762923,"Reviewed September 12, 2016 ", Kata Beach,Shakers,"I have eaten at this place many times and have to say I've never had a bad meal yet, the chicken Hawaii is a must try also they make the best banana shakes"
rn414524879,"Reviewed September 4, 2016 ", Kata Beach,Shakers,All you can eat Ribs!!! Very great. The sauce is kind of mild Texas. Service is very good. Price not bad. RIBS ARE KING!!!
rn411713163,"Reviewed August 28, 2016 ", Kata Beach,Shakers,"If your visiting Phuket and love a Sunday Lunch I would highly recommend Shakers rhe quality and quantity is unsurpassed for 350 BAHT (£7.50) one can eat as much Pork, Beef or Lamb with as many Veg all top quality. As a bonus it is...More"
rn406164926,"Reviewed August 16, 2016 ", Kata Beach,Shakers,"Great evening..bbq all you can eat,but the must is the Meat..delicious have n't had kebad, steak,homemade chips,...freshly cooked..like that for ages!And even the sauces..NOT from a jar...Best value for money in phuket. .!!! 10/10"
rn406100552,"Reviewed August 16, 2016 ", Kata Beach,Shakers,Took my family there on Monday night for there all u can eat BBQ. Apart from having no fish or squid ( as advertised ) it was fantastic. Meat and prawns cooked exactly to taste. Well made salads and breads to accompany. Service was fantastic...More
rn402800579,"Reviewed August 8, 2016 ", Kata Beach,Shakers,"Lovely modern establishment on a quiet road out to NaiHarn beach. Defiantly worth a trip. I had the rotisserie chicken and my husband the meatballs. Both were great. Excellent to was the chocolate mouse in brandy cup, very decadent. We had walked down to the...More"
rn394164236,"Reviewed July 18, 2016 ", Kata Beach,Shakers,"Have passed by Shakers for years thinking, based on its logo, it was high fat crappy American bar food. WRONG ! The food is excellent ! Had a smoked salmon which is smoked locally ! The best ever on the island. Followed that with duck...More"
rn393404454,"Reviewed July 16, 2016 ", Kata Beach,Shakers,Really enjoyed the ribs special last night! The sauce was just right and the beers were excellent! Very good service and always nice to see the owner of business coming around and asking if everything was Ok. Look forward to going to back.
rn392348183,"Reviewed July 13, 2016 ", Kata Beach,Shakers,"Had driven past many times and always busy, especially at night. After giving it a go, i was happy but would need to go back again to get a better opinion. Service is really good and the fact that they had Roast of the Day...More"
rn387408804,"Reviewed June 29, 2016 ", Kata Beach,Shakers,"Great restaurant with good kitchen and really big portions. ""All you can eat"" offer is perfect for hungry men. Pork ribs are great!!! And 1/2 chicken is really huge!!!
Prices are normal for this portions of food! Recommended!!!"
rn382050127,"Reviewed June 12, 2016 ", Kata Beach,Shakers,On recommendation from a friend we headed over to Shakers in Rawai from Patong for their Saturday night all you can eat Ribs special ....WOW ... we all ate so much we nearly exploded and not because all u can eat but because they where...More
rn381344396,"Reviewed June 10, 2016 ", Kata Beach,Shakers,"We have been here now 4 times on a Saturday night when they have their all you can eat BBQ Ribs and they are great. Good marinade, good flavour, good atmosphere. The salad buffet that goes along with the Ribs could do with a bit...More"
rn378149673,"Reviewed May 30, 2016 ", Kata Beach,Shakers,"As you enter the place you already feel at home....
The menu offers a wide variety of mouth-watering dishes. The main courses are consistend and very tasteful. Fresh products with the warmth of homemade food. Smily Staff and a symphatic owner, always around to exchange...More"
rn375272235,"Reviewed May 21, 2016 ", Kata Beach,Shakers,"We have visited this restaurant several times and have been impressed by the friendly and swift service. Genuinely happy smiling faces on the staff, as well as fellow diners.
Amongst the Best value options are the all you can eat BBQ spare ribs and potato...More"
rn362989930,"Reviewed April 10, 2016 ", Kata Beach,Shakers,"Good delivery Service, huge menu, food was good, we ate from here five times, Chocolate Moose was great must have...."
rn360863733,"Reviewed April 2, 2016 ", Kata Beach,Shakers,"Whilst on holiday we ate here OFTEN. The staff are absolutely lovely and can't do enough to assist you. We especially loved all you can eat Ribs on Saturday night, the Lasagne and deserts. I would recommend this place to everyone.
SHOUT OUT to Miss...More"
rn358084952,"Reviewed March 24, 2016 ", Kata Beach,Shakers,"As a Brit who has lived in the area for nearly five years, it is great to have a restaurant that offers the taste of home. They do all-you-can-eat menus every night and a roast on Sunday. The staff are all very friendly and prices...More"
rn351489210,"Reviewed February 28, 2016 ", Kata Beach,Shakers,"Have lived in Nai Harn area for 6 months, go to Shakers twice a week, extensive menu, excellent food and very good value. Great service, run by Belgians (I think). European style, pizzas, soups, a range of gourmet burgers, milkshakes, a range of European beers,...More"
rn340839838,"Reviewed January 17, 2016 ", Kata Beach,Shakers,"Great place and have all you can eat nights for only 350B, bargain! Can get busy at times but the food is still amazing. The host alway makes sure you are a looked after and happy. Good quality food and good sizes."
rn340192037,"Reviewed January 15, 2016 ", Kata Beach,Shakers,"Daily specials including all you can eat ribs, steak, kebabs, prawns, squid, chicken. Enough room for large families or groups."
rn339370566,"Reviewed January 12, 2016 ", Kata Beach,Shakers,We have just returned from Nai Harn and this was a great option for our teenage son who didn't always want to spend the whole day with his parents!!!! So we arranged delivery form Shakers numerous times. The food was of good quality and arrived...More
rn336911087,"Reviewed January 3, 2016 ", Kata Beach,Shakers,Okay not the best meal in town but at 350 baht per head all you can eat I've got no complaints. Sunday is Roast Day with Pork Beef Lamb and all the trimmings including Yorkshire pudding. With a carafe of wine turned out to be...More
rn334598846,"Reviewed December 23, 2015 ", Kata Beach,Shakers,Worth the money. Staff were very friendly and they kept the ribs coming. Ribs were nice and we had a salad buffet consisting of mixed green and potato salad with it. Normal menu had many many options and there is something available that suites everyone's...More
rn331137809,"Reviewed December 6, 2015 ", Kata Beach,Shakers,"I have known Oly the host for a few years when Shakers was in Patong, but I'm glad he is now based in Rawai/Nai Harn, bringing the same quality service and food to the southern end of the island. Many food specials and cold drinks...More"
rn327065328,"Reviewed November 15, 2015 ", Kata Beach,Shakers,"Sat night is ribs night. 295 Thai baht (£6 or 10USD) for limitless supply of delicious ribs & salad. An absolute bargain. The staff are friendly & efficient. Atmosphere wonderful. Great owner Oli from Belgium.
Tried the mussels too (Fri special). Also scrummy.
Highly recommended"
rn326110342,"Reviewed November 11, 2015 ", Kata Beach,Shakers,"Shakers is just a great place for a family Sunday lunch. All you can eat roasts (pork, beef & lamb) with the essential Yorkshire puddings. Service and value excellent. The western menu is remarkably good - something that is not always easy to find in...More"
rn324547637,"Reviewed November 4, 2015 ", Kata Beach,Shakers,"Check out the daily specials, always first class service as you would expect from a Belgian professional."
rn304971097,"Reviewed August 30, 2015 ", Kata Beach,Shakers,"The place is huge, brightly lit and right on the street. Plenty of tables and has a sports bar feel. TV's set to play sports and the staff is dressed up in baseball shirts. The menu is extensive and they're open for breakfast. Prices are...More"
rn302749605,"Reviewed August 24, 2015 ", Kata Beach,Shakers,"Great menu and they nailed things like ""Chicken Cordon Blue"", and BBQ ribs...things that are generally a ""fail"" in Thailand. Excellent menu variety--we ate there 3 x's and every time was a huge hit."
rn292593720,"Reviewed July 26, 2015 ", Kata Beach,Shakers,"295 baht for a gut busting feed of Ribs... YES! salad...well for the first round... tasty, nice sauce and after four serves I couldnt fit anything else in."
rn288720289,"Reviewed July 13, 2015 ", Kata Beach,Shakers,We had read reviews and noted the western food seemed good but we were after Thai food. I can't speak for the western food but the Thai food was unreal. It was sooo tasty! We went back the following night to have more of it....More
rn277517596,"Reviewed June 3, 2015 ", Kata Beach,Shakers,"Had high hopes based on previous reviews, ordered some tapas (fred chicken, calamari, dry pork, mixed veg). It was ok, same as you'd get in most pubs at home. They do have no less than 6 types of cider and prices are good."
rn275046805,"Reviewed May 27, 2015 ", Kata Beach,Shakers,"The food was tasty,not too expensive,has a variety of different dishes.. all you need for a family dinner.."
rn270704661,"Reviewed May 8, 2015 ", Kata Beach,Shakers,"Absolutely delicious Sunday Roast. As an expat living here in Phuket, I am always looking for great food and most Sundays for a good roast. Have tried many on the island however Shakers really was amazing! Awesome value for money, and its just around the...More"
rn269504999,"Reviewed May 2, 2015 ", Kata Beach,Shakers,"Ate here twice during our stay in Nai Harn, great open air restaurant with excellent selection of food and friendly staff. If hungry the all you can eat daily specials are fantastic value and very tasty - our favourite was the BBQ ribs - you...More"
rn267966857,"Reviewed April 25, 2015 ", Kata Beach,Shakers,"We had a couple of days just across the street at Vivi Bungalows (see own review).
So we where at Shakers for breakfast once and for dinner twice. We must have looked French because that was the language of the menu on our first visit....More"
rn266520242,"Reviewed April 18, 2015 ", Kata Beach,Shakers,We has been for dinner in Shakers 2 times and is was great. The menu is very large and you can all kind of food from thai to western food.
rn265966492,"Reviewed April 15, 2015 ", Kata Beach,Shakers,"I was very pleasantly surprised when Shakers relocated from Patong to Naiharn recently,.living in Chalong we're always looking for new places for a night out.
Have been there a few times now and they haven't disappointed. Very nice atmosphere sitting out on the terrace, friendly...More"
rn569868573,"Reviewed March 31, 2018 ", Kata Beach,Shakers,"I have been om this area 4 times in 1 year on vacation with my 7 years old son, and we have tried almost everything that excist of restaurants and the conclution is the best without doubt all round place is still Shakers.
The location...More"
rn564149393,"Reviewed March 3, 2018 ", Kata Beach,Shakers,Great food...great service. Daily specials are awesome. Portions are plentiful and the food is very tasty. The owner will ensure that your dinind experience is exceptional.
rn562016857,"Reviewed February 21, 2018 ", Kata Beach,Shakers,Centrally located Nai harn. Reasonably priced all you can eat delicious pork ribs. The salad bar was simple but very very nice and fresh. Great potato salad. This place would be good for a family dinner. Large menu to choose from. I recommend this place
rn552821340,"Reviewed January 9, 2018 ", Kata Beach,Shakers,"Ole the owner was Fantastic .
He always had time for us and gave us great advice on were to go ,What to see .and prices on about any thing from phone deals to Kickboxing camps.
We ate at Shakers several times and the food...More"
rn540701536,"Reviewed November 13, 2017 ", Kata Beach,Shakers,"Each day of the week is a all you can eat like on Tuesday is the ribs , Sunday lamb, pork, roast all you can eat. Good service on Wednesday day I had a boasted chicken dish good food."
rn534740693,"Reviewed October 20, 2017 ", Kata Beach,Shakers,"We were recommended to try this restaurant and we weren’t disappointed. There were more Europeans eating here than locals. The food was nice and the service was good. We had a couple of friendly dogs who sat near us the whole time, which was ok,...More"
rn524760137,"Reviewed September 15, 2017 ", Kata Beach,Shakers,"My wife and I had a really pleasant lunch in Phuket at Shakers Restaurant near Rawai. We had heard about the English roast buffet, so we went along Sunday afternoon and, I have to admit, it was fantastic.
The waitresses come up to you at...More"
rn511619046,"Reviewed August 11, 2017 ", Kata Beach,Shakers,"The selection and quality of the roast Beef, Lamb and Pork is the best quality I've encountered here in Phuket. The staff are excellent always ask how you want your meat cooked and you if still hungry they are happy to serve you more meat...More"
rn502401397,"Reviewed July 16, 2017 ", Kata Beach,Shakers,"We come her many times a week me and my son and it is alway nice with decent food and polite staff and a very helpful manager.
Price level is good and and service is good.
Only problems are other guest smoking and the fans...More"
rn501777330,"Reviewed July 13, 2017 ", Kata Beach,Shakers,"The BBQ Buffet on Mondays and Thursdays is very good value at under THB400. It's tough to run a BBQ buffet in low season with limited customers, but Shakers manages the balancing act.
The small salad bar was fresh and tasty, with lots of dressings....More"
rn569868573,"Reviewed March 31, 2018 ", Kata Beach,Shakers,"I have been om this area 4 times in 1 year on vacation with my 7 years old son, and we have tried almost everything that excist of restaurants and the conclution is the best without doubt all round place is still Shakers.
The location...More"
rn564149393,"Reviewed March 3, 2018 ", Kata Beach,Shakers,Great food...great service. Daily specials are awesome. Portions are plentiful and the food is very tasty. The owner will ensure that your dinind experience is exceptional.
rn562016857,"Reviewed February 21, 2018 ", Kata Beach,Shakers,Centrally located Nai harn. Reasonably priced all you can eat delicious pork ribs. The salad bar was simple but very very nice and fresh. Great potato salad. This place would be good for a family dinner. Large menu to choose from. I recommend this place
rn552821340,"Reviewed January 9, 2018 ", Kata Beach,Shakers,"Ole the owner was Fantastic .
He always had time for us and gave us great advice on were to go ,What to see .and prices on about any thing from phone deals to Kickboxing camps.
We ate at Shakers several times and the food...More"
rn540701536,"Reviewed November 13, 2017 ", Kata Beach,Shakers,"Each day of the week is a all you can eat like on Tuesday is the ribs , Sunday lamb, pork, roast all you can eat. Good service on Wednesday day I had a boasted chicken dish good food."
rn534740693,"Reviewed October 20, 2017 ", Kata Beach,Shakers,"We were recommended to try this restaurant and we weren’t disappointed. There were more Europeans eating here than locals. The food was nice and the service was good. We had a couple of friendly dogs who sat near us the whole time, which was ok,...More"
rn524760137,"Reviewed September 15, 2017 ", Kata Beach,Shakers,"My wife and I had a really pleasant lunch in Phuket at Shakers Restaurant near Rawai. We had heard about the English roast buffet, so we went along Sunday afternoon and, I have to admit, it was fantastic.
The waitresses come up to you at...More"
rn511619046,"Reviewed August 11, 2017 ", Kata Beach,Shakers,"The selection and quality of the roast Beef, Lamb and Pork is the best quality I've encountered here in Phuket. The staff are excellent always ask how you want your meat cooked and you if still hungry they are happy to serve you more meat...More"
rn502401397,"Reviewed July 16, 2017 ", Kata Beach,Shakers,"We come her many times a week me and my son and it is alway nice with decent food and polite staff and a very helpful manager.
Price level is good and and service is good.
Only problems are other guest smoking and the fans...More"
rn501777330,"Reviewed July 13, 2017 ", Kata Beach,Shakers,"The BBQ Buffet on Mondays and Thursdays is very good value at under THB400. It's tough to run a BBQ buffet in low season with limited customers, but Shakers manages the balancing act.
The small salad bar was fresh and tasty, with lots of dressings....More"
rn581321692,Reviewed yesterday , Kata Beach,Two Chefs Kata Beach,"The staff are fantastic and the rooms are clean. Food in restaurant is pretty good and breakfast buffet is very good.
The beach is lovely and the views from hotel are great. This is a great place to stay with nice restaurants close by an...More"
rn579865913,Reviewed 1 week ago , Kata Beach,Two Chefs Kata Beach,We were recommended this place by our guide in Phuket and i am not disappointed. Very good service and the live music was beyond good! Excellent!
rn579028354,Reviewed 1 week ago , Kata Beach,Two Chefs Kata Beach,"We went here after reading all the great comments on trip advisor and we weren’t disappointed!
The food was really enjoyable - our most expensive meal of the holiday, but still pretty cheap in comparison to the UK!
The staff were really friendly and the...More"
rn578917532,Reviewed 1 week ago , Kata Beach,Two Chefs Kata Beach,"My partner & I came here for lunch. The food, cocktails & customer service were good. It is however a more pricey restaurant around the area."
rn578759206,Reviewed 1 week ago , Kata Beach,Two Chefs Kata Beach,Very good food we try the burritos and spaghetti really nice tasty the service was very nice as they speak very good English very clean place ! Try the white sangria!!
rn577977715,Reviewed 2 weeks ago , Kata Beach,Two Chefs Kata Beach,We came across this place on our first night in Phuket and were attracted by the live music. Had a few drinks and stayed until closing. Service was great! The next night we noticed that it was pretty lively as we walked past and decided...More
rn577873770,Reviewed 2 weeks ago , Kata Beach,Two Chefs Kata Beach,Great food pleasant staff. Went for the Sunday all you can eat roast and the food was cooked perfectly but couldn’t get through the first serving. Great value. Went back the next day and was disappointed bought 2 drinks for 235 baht gave them the...More
rn577307196,Reviewed 2 weeks ago , Kata Beach,Two Chefs Kata Beach,We have eaten at this restaurant several times over the past 5 years the service is still great and they have live music staff are very helpful but unfortunately they have definitely let the standard of food slip I had the special steak kebabs it...More
rn576978682,Reviewed 2 weeks ago , Kata Beach,Two Chefs Kata Beach,The food here is to die for and the service is incredible! Had breakfast here this morning and can’t wait to return for dinner
rn576753655,Reviewed 2 weeks ago , Kata Beach,Two Chefs Kata Beach,"Excellent food, live music, great atmosphere and attentive staff.
Wide choice of meals and drinks. We went twice."
rn575963232,Reviewed 3 weeks ago , Kata Beach,Two Chefs Kata Beach,"Two chefs have a normal international and thai but with a bonus on many nights specials with an option of all you can eat at no extra cost so if you have an healthy appetite this is right up your street,live music everynight so whilst...More"
rn574827606,Reviewed 4 weeks ago , Kata Beach,Two Chefs Kata Beach,"A decent meal, with good service. Good ‘western’ food options, service was good and quick. Worth a go when walking through the streets looking for a decent meal."
rn574280632,Reviewed 4 weeks ago , Kata Beach,Two Chefs Kata Beach,We decided to go here after reading the reviews and was not disappointed. There is a great choice of food and we all enjoyed our meal.
rn573762108,Reviewed 4 weeks ago , Kata Beach,Two Chefs Kata Beach,"Very busy but worth the wait. Very tasty and worth a second visit. Themed evening with live music, good atmosphere"
rn573449622,Reviewed 5 weeks ago , Kata Beach,Two Chefs Kata Beach,"Visited here twice whilst in Kata. On the first visit I ordered Coconut Chicken Curry which was nice but left me feeling a little underwhelmed after hearing great things about two chefs, however my fiancé ordered the pork tenderloin and loved it. So we visited...More"
rn572978926,"Reviewed April 12, 2018 ", Kata Beach,Two Chefs Kata Beach,"Visited two chefs for dinner after reading all the great trip advisor reviews.
It was very lively - packed with people singing and dancing to the (great) live music.
Ordered: nachos (sounds like a strange thing to order but was good), a caesar salad (basic)...More"
rn572049037,"Reviewed April 8, 2018 ", Kata Beach,Two Chefs Kata Beach,"Coldest beer in town!!!
Very fast service with excellent fresh produce. The prawns were a meal in themselves..
Not outrageous in price.
Very busy, which is lays a good sign"
rn572033985,"Reviewed April 8, 2018 ", Kata Beach,Two Chefs Kata Beach,"Have a habit of checking out menus during the day as we walk about. Was impressed with the variety and pricing so went back last evening for a meal.
The staff were great! Very friendly and accommodating. I've allergies to shell fish and spoke with...More"
rn572006703,"Reviewed April 8, 2018 ", Kata Beach,Two Chefs Kata Beach,"I have only good things to say about this restaurant. First of all Thank you to all the staff and even having the honor to meet the owner. Really nice atmosphere (daily), great food, excellent food presentation, fresh food, nice and kind staffs. You will...More"
rn571587057,"Reviewed April 6, 2018 ", Kata Beach,Two Chefs Kata Beach,"Two Chefs lived up to our expectation of a good dinner. We had fajitas, grilled tiger prawns, Mexican spring rolls, some Belgian beers, and their lemon coconut pie. Everything was moderately priced and tasty! You get the laid back atmosphere and it was nice to...More"
rn571202680,"Reviewed April 5, 2018 ", Kata Beach,Two Chefs Kata Beach,"Two chefs would be one of the best restaurants in Phuket, we were there for lunch and had the chateaubriand which just melted in our mouths.
We also had dessert which was the apple ,a dish we had never had before."
rn570970230,"Reviewed April 4, 2018 ", Kata Beach,Two Chefs Kata Beach,Good to have some nice live music and the food and cocktails were all good as well. Shame it is on a dirty busy road but that seems to be Kata for you.
rn570920862,"Reviewed April 3, 2018 ", Kata Beach,Two Chefs Kata Beach,"We came here for the 20 percent off texmex Tuesday nights. Needed jalapeños but was tasty.
The staff were amazing. Best service with cold towels on arrival and very very attentive staff. The best feature of his restaurant is the staff.
We had an infant...More"
rn570918890,"Reviewed April 3, 2018 ", Kata Beach,Two Chefs Kata Beach,Had dinner 2 or 3 times at this great restaurant and could have eaten there every night food delicious staff fantastic always checking if everything ok (but not too much !) Prices good desert sensational. Have special nights surf and turf during the week and...More
rn570753472,"Reviewed April 3, 2018 ", Kata Beach,Two Chefs Kata Beach,"Fish and sea food on display and excellent grass fed Australian steaks , with amazing wine selection my second visit..."
rn570646944,"Reviewed April 2, 2018 ", Kata Beach,Two Chefs Kata Beach,Very poor service the Sunday roast was advertised as all you can eat and this was not the case (false advertising)was advertised as having mixed veg this turned out to be a beetroot and some broccoli was waiting ages for one of our meals the...More
rn570440292,"Reviewed April 2, 2018 ", Kata Beach,Two Chefs Kata Beach,"Very tasty food, with a good variety, nice staff and live music in the evening. Highly recommended ."
rn570041337,"Reviewed April 1, 2018 ", Kata Beach,Two Chefs Kata Beach,When you have a meat loving child who adores his steak and ribs...we were so happy to find this place! Spent my pre-birthday evening here with some friends who were also staying in Kata and we had a fantastic evening. The service and food was...More
rn569745035,"Reviewed March 30, 2018 ", Kata Beach,Two Chefs Kata Beach,"The food is great and the service Also, several diffrent in the meny you can have thecourse your way. This Two chef is located nerby Buffalo steak house, we Were told that there is 2 in kata but did not find the other one. Great...More"
rn569414181,"Reviewed March 28, 2018 ", Kata Beach,Two Chefs Kata Beach,Not sure what’s up with some of the recent negative reviews but this place was a ripper!!!! Im extremely picky too and was disappointed with Mama Tri’s (which is meant to be like a 5 star restaurant) and this was half the price and triple...More
rn569301181,"Reviewed March 28, 2018 ", Kata Beach,Two Chefs Kata Beach,"Don't let the crowd waiting for a table think that the place is good. Food is extremely expensive, of low quality. We had received a voucher to eat there but even with a free meal we did not finish 3/4 of our dishes. Do not...More"
rn569282530,"Reviewed March 28, 2018 ", Kata Beach,Two Chefs Kata Beach,Great menu. Beautifully presented. lots of specials and offers for different nights. Staff very friendly and prices great for the standard of food .
rn568038222,"Reviewed March 22, 2018 ", Kata Beach,Two Chefs Kata Beach,"Travelling with a group, some people had been here before, but it was my first time. We made a booking, and upon arrival, we had to wait a bit for our table to be ready. This was nice, as we got to enjoy a drink...More"
rn567769895,"Reviewed March 20, 2018 ", Kata Beach,Two Chefs Kata Beach,"We were 6 people, so we made reservation. We got perfect table far from live music, don't get me wrong the live music was so much fun, but still super loud and you wanna also talk while you are having a dinner. The place was...More"
rn567195084,"Reviewed March 18, 2018 ", Kata Beach,Two Chefs Kata Beach,"Visited Kata Two Chiefs restaurant every day nearly twice a week, and you now what guys? This is the best European & Thailand food restaurant with a good variety of the dishes, immensely helpful and cheerful waiters, fresh food and tasty, if coming as a...More"
rn567163546,"Reviewed March 18, 2018 ", Kata Beach,Two Chefs Kata Beach,Updated put the wrong stars in by mistake 5 star and the two chefs karon beach also 5 stars sorry for the blip two chef's
rn567122343,"Reviewed March 17, 2018 ", Kata Beach,Two Chefs Kata Beach,"My husband and I had dinner here. The place was packed & we didn’t have a reservation but it was no hassle for them to fit us in quite quickly. We had the Thai spring rolls between us, I had the red Thai curry &...More"
rn567028426,"Reviewed March 17, 2018 ", Kata Beach,Two Chefs Kata Beach,Don't go if you don't like sexual discrimination. The food was very good and the initial waiting staff was attentive. It took a very long time to get the food served but we were patient. After the food we've ordered some cocktails. Then the night...More
rn566880901,"Reviewed March 16, 2018 ", Kata Beach,Two Chefs Kata Beach,"Me and my friends read the reviews and saw that it’s a popular place and thought we would try it, and we were not disappointed at all, the food is so delicious I had all things Mexican, and couldn’t believe how great it was, the...More"
rn566184391,"Reviewed March 12, 2018 ", Kata Beach,Two Chefs Kata Beach,We stumbled across this place by accident and ended up having a great time. Prices are ok. Didn't try the food but the band was amazing. We loved it so much we went back the next day
rn565867733,"Reviewed March 11, 2018 ", Kata Beach,Two Chefs Kata Beach,"well, hmm. we tried it. seen better service and eaten better in many places down there. like I said, we tried it."
rn565633383,"Reviewed March 10, 2018 ", Kata Beach,Two Chefs Kata Beach,It’s whatever. Nothing special. Everything in this area has a menu the size of a novel. This place has a mediocre buffet.
rn565435097,"Reviewed March 9, 2018 ", Kata Beach,Two Chefs Kata Beach,"Didn’t like this place. Food is good, but for less price you can get same choice, quality and taste. Probably good for drinking in big group. Live music is ok."
rn565184084,"Reviewed March 7, 2018 ", Kata Beach,Two Chefs Kata Beach,"We had breakfast meals and were not disappointed. Price is affordable and the portion is generous. The restaurant located nearby Kata Beach (2min walking distant), even though you don't get beach view but still a nice and cozy place to hang out. Staff very friendly...More"
rn564519644,"Reviewed March 4, 2018 ", Kata Beach,Two Chefs Kata Beach,We ordered the pork filet and prawns both was very nice the service very friendly and the price is fair for this quality.
rn564441149,"Reviewed March 4, 2018 ", Kata Beach,Two Chefs Kata Beach,Sunday night all you can eat roast we did not book restaurant very busy staff seated us on sofa to wait for a table found us good table with 2 fans to cool us down drinks a little expensive but hubby loved the draught sing...More
rn564202414,"Reviewed March 4, 2018 ", Kata Beach,Two Chefs Kata Beach,We enjoyed our first night in Karon at Two Chefs. The menu is extensive with lots of choice of cuisines. The staff were very helpful and courteous. A good safe choice.
rn563877465,"Reviewed March 3, 2018 ", Kata Beach,Two Chefs Kata Beach,We ate here twice was a little expensive and so was the drinks but my the food is delicious the best I’ve had anywhere in the world. I don’t mind paying for quality and that’s what I got . You won’t be disappointed XxMore
rn563812047,"Reviewed March 2, 2018 ", Kata Beach,Two Chefs Kata Beach,"We’ve been to this restaurant together with my friend. The kitchen is very delicious, ribs were wonderful, burgers were ones of the best we’ve ever tried. Cocktails were great. The price is not cheap, but it worth it. There are special prices for beer and...More"
rn563794899,"Reviewed March 2, 2018 ", Kata Beach,Two Chefs Kata Beach,"Visited on the Wednesday Surf and Turf nights for 495 baht each. Good was good quality. Definitely no room left for seconds.
Well worth a visit."
rn563157529,"Reviewed February 27, 2018 ", Kata Beach,Two Chefs Kata Beach,We happened to walk past here tonight and liked the look of the menu. The food was great and we didn’t have to wait too long for food to come out especially as the restaurant was quite busy. We would go back!
rn563078451,"Reviewed February 26, 2018 ", Kata Beach,Two Chefs Kata Beach,"We went to the two chefs in Karon, not Kara. It was excellent, food really taste and waiter was lovely and friendly"
rn562312668,"Reviewed February 23, 2018 ", Kata Beach,Two Chefs Kata Beach,Two chefs has a good menu. Europian food but they are a little bit expensive. The staff is really kind.
rn561102278,"Reviewed February 17, 2018 ", Kata Beach,Two Chefs Kata Beach,"For both nights I was in this area with my parents we visited this restaurant. The food was so nice and the cocktails were huge for a good price. Compared to many other places in SE asia, they were very good at bringing food out...More"
rn561040836,"Reviewed February 17, 2018 ", Kata Beach,Two Chefs Kata Beach,"This restaurant is designed to appeal to western clientele, and is somewhere between a steakhouse and burger joint in ambience and menu. Actually, their lamb massaman curry was very good, as was a chicken sandwich. Prompt, friendly service. They have live music later at night...More"
rn560453968,"Reviewed February 14, 2018 ", Kata Beach,Two Chefs Kata Beach,"Great service, fab cocktails, tasty food, great music, friendly efficient staff. Put it on your list!"
rn560408633,"Reviewed February 14, 2018 ", Kata Beach,Two Chefs Kata Beach,"The surf n turf night special was good and so were the ribs night special, drinks a little pricey but service great, been a few times, will return"
rn559763606,"Reviewed February 11, 2018 ", Kata Beach,Two Chefs Kata Beach,We visited this bar several evenings. We particularly enjoyed listening to Gen and Kirby while we had a drink or two. Very talented duo.
rn559714403,"Reviewed February 10, 2018 ", Kata Beach,Two Chefs Kata Beach,"We visited when we were at that point in our holiday when you're craving a good steak or burger!
Booked via Facebook, really easy.
Cocktails were reasonably priced and really tasty! Would recommend the Strawberry Daiquiri.
For starters, we had the Mexican spring rolls and...More"
rn558516160,"Reviewed February 5, 2018 ", Kata Beach,Two Chefs Kata Beach,"We went with our family of 5 for two dinners and enjoyed the food, atmosphere and service. The menu options were varied enough to please all of our picky eaters and fun enough for us more adventurous. The chicken rice in a pineapple was sooooo...More"
rn558037845,"Reviewed February 2, 2018 ", Kata Beach,Two Chefs Kata Beach,"We decided to have dinner here to have a break from Thai food and it wanted to celebrate the husbands birthday, it was the best choice... The food was really really good, there is a good selection of wines and the band singing makes the...More"
rn557840899,"Reviewed February 1, 2018 ", Kata Beach,Two Chefs Kata Beach,"The 2 Chefs at Kata Beach is a nice place to visit for evening dinner or drinks. They have live music every evening, as from 20.30. The food is good and reasonably-priced for a tourist type of place.
We were there one evening for dinner...More"
rn557811152,"Reviewed February 1, 2018 ", Kata Beach,Two Chefs Kata Beach,"Two Chefs are a chain of restaurants, which offer you a chance to eat western food, but at a cost. The food is always good, and there is usually live music, but you will pay a much higher price than eating at more 'local' type...More"
rn557257661,"Reviewed January 29, 2018 ", Kata Beach,Two Chefs Kata Beach,"We went here around 4 time, a few times to just drink and listen to the wonderful singer and twice for food. The food was really nice good size portions and really tasty. I would recommend the steak signature dish. They also offer a range...More"
rn556588186,"Reviewed January 26, 2018 ", Kata Beach,Two Chefs Kata Beach,"Great little bar and restaurant found near the heart of kata.
Fabulous food, and great cocktails.
There was a live band playing which was very good.
Would recommend."
rn556217079,"Reviewed January 24, 2018 ", Kata Beach,Two Chefs Kata Beach,"Always a good choice in phuket. The restaurant have everything what you need good food, good price and good service <f0><U+009F><U+0091><U+008D>"
rn555342086,"Reviewed January 21, 2018 ", Kata Beach,Two Chefs Kata Beach,Black pepper steak was done right. Sauce provided was perfect. Not good for conversation with friends when live band is operating.
